StrategicIssues,project_name,PriorityOrder,Sub-activities,Strategy,ProjectIndicators,ImplementingAgency,AlignmentwithThailandVision,Budget
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,มหกรรมเปิดฤดูกาลแข่งขันเรือยาวชิงถ้วยพระราชทานของประเทศสนามวัดมะขาม - วัดมะขามใต้,3.0,การจัดกิจกรรมเปิดฤดูกาลแข่งเรือยาวชิงถ้วยพระราชทานของประเทศ บริเวณวัดมะขาม - วัดมะขามใต้,กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,ประชาชนมีความพึงพอใจการเข้าร่วมโครงการ ร้อยละ85,สํานักงานท่องเที่ยวและกีฬาจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,5000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,"สื่อสร้างสรรค์ ""ปทุมธานีมีสไตล์""",33.0,"1. แต่งตั้งคณะทํางาน และประชุมวางแผนการดําเนินงาน
2. จัดอบรมการรู้เท่าทันสื่อในยุคดิจิตอลและการสร้างสรรค์สื่อตลอดจนใช้สื่ออย่างสร้างสรรค์ เพื่อการประชาสัมพันธ์ โดยจัดกิจกรรมในสถานศึกษา และชุมชน
3. ถอดบทเรียน สรุปผลการดําเนินกิจกรรม เผยแพร่ข้อมูล และรายงานผลการดําเนินโครงการ
4. จัดกิจกรรมเชิญชวนสร้างสื่อประชาสัมพันธ์ภาพลักษณ์จังหวัดปทุมธานีเพื่อการท่องเที่ยว และผลิตสื่อประชาสัมพันธ์จังหวัดปทุมธานี
5. จัดเวทีสรุปผลงาน เผยแพร่และนําเสนอผลงานของเยาวชนที่เข้าร่วมโครงการ",กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,"1. เยาวชนและประชาชนได้รับการอบรมการรู้เท่าทันสื่อในยุคดิจิตอลและการสร้างสรรค์สื่อ ตลอดจนใช้สื่อเพื่อการประชาสัมพันธ์จํานวน 7 สถานศึกษา ใน7 อําเภอของจังหวัดปทุมธานี2. มีการถอดบทเรียน ทําคู่มือการจัดกิจกรรมออกเผยแพร่ จํานวน 5,000เล่ม3. มีสื่อประชาสัมพันธ์จังหวัดปทุมธานี ในรูปแบบต่างๆ ไม่น้อยกว่า 2 รูปแบบ4. จัดกิจกรรมในการนําเสนอผลงานของเยาวชนที่เข้าร่วมโครงการ 1 ครั้ง",สำนักงานวัฒนธรรมจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,2000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,ส่งเสริมเอกลักษณ์ของชาติ จังหวัดปทุมธานี,34.0,"1) จัดทําโครงการเพื่อขออนุมัติงบประมาณ
2) ประสานกับสถานศึกษากลุ่มเป้าหมายที่จะอบรม
3) แต่งตั้งคณะดําเนินงาน
4) ประสานงานวิทยาการ สถานที่ผู้เกี่ยวข้อง
5) จัดอบรมให้ความรู้กับสถานศึกษากลุ่มเป้าหมาย จํานวน 80 คน รวม 5 ครั้ง
6) ขั้นสรุปผล และรายงานผลให้จังหวัดทราบ",กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,1) จัดกิจกรรมอบรมให้ความรู้กับเด็กเยาวชน ใน 4กิจกรรมหลักไตรมาสละ 2– 3 ครั้งๆละ 3 วัน รวม 5ครั้ง2) เด็ก เยาวชน ในสถานศึกษาเข้าร่วมกิจกรรมครั้งละ 80 คน รวม 5 ครั้ง,สำนักงานวัฒนธรรมจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,1500000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,โครงการเสริมสร้างความปลอดภัยในการขนส่งไม่ประจําทางด้วยรถที่ใช้ในการขนส่งผู้โดยสาร,91.0,"1) ตั้งจุดตรวจจับความเร็วรถโดยสารไม่ประจําทาง
2) ตั้งจุดตรวจสอบรถและผู้ประจํารถ ให้มีความพร้อมในการให้บริการ นักท่องเที่ยวรถและผู้ประจํารถที่ฝ่าฝืนพระราชบัญญัติการขนส่งทางบก พ.ศ. 2522 และพระราชบัญญัติรถยนต์ พ.ศ. 2522 ในเขตท้องที่จังหวัดปทุมธานี
3) จัดประชุมส่งเสริม และให้ความรู้ด้านกฎระเบียบ การพัฒนาการให้บริการ และเพิ่มจิตสํานึกด้านความปลอดภัย
4) ตรวจ ติดตาม ประเมินผล เพื่อให้บรรลุวัตถุประสงค์ตามเป้าหมายที่กําหนด",กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,1) จํานวนรถโดยสารไม่ประจําทาง และผู้ประจํารถที่ฝ่าฝืน พรบ.ขนส่งทางบกฯมีจํานวนลดลง2) การเกิดอุบัติเหตุลดลง3) รถโดยสารไม่ประจําทางในเขตท้องที่ มีการพัฒนาและปฏิบัติถูกต้องตามระเบียบเพิ่มขึ้น,สำนักงานขนส่งจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,309200.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,ประชาสัมพันธ์แหล่งท่องเที่ยวและเสริมสร้างศักยภาพการเป็นเจ้าบ้านที่ดี,51.0,"1) สํารวจและออกแบบจัดทําป้ายประชาสัมพันธ์แหล่งท่องเที่ยวที่สําคัญ
2) จัดสัมมนาสื่อมวลชน และผู้นําชุมชนที่เกี่ยวข้อง
3) จัดทําข้อมูลและผลิตสื่อประชาสัมพันธ์แหล่งท่องเที่ยว
4) จัดทําคณะผู้เกี่ยวข้องร่วมประชาสัมพันธ์แหล่งท่องเที่ยวจํานวน 2 ครั้ง",กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,จัดกิจกรรมที่ดําเนินการไม่น้อยกว่า 4 กิจกรรม,ประชาสัมพันธ์จังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,5000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,โครงการส่งเสริมการท่องเที่ยวจังหวัด,6.0,จัดกิจกรรมการประชาสัมพันธ์แหล่งท่องเที่ยวจังหวัดผ่านสื่อต่างๆ,กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,จัดกิจกรรมการประชาสัมพันธ์แหล่งท่องเที่ยวไม่น้อยกว่า 2กิจกรรม,สำนักงานจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,5000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,"จัดกิจกรรมการท่องเที่ยว""วันสงกรานต์วิถีไทย สําราญใจวิถีมอญ""",57.0,"1. จัดทําสื่อประชาสัมพันธ์และปฏิทินการจัดกิจกรรมสืบสานประเพณีวัฒนธรรม ภูมิปัญญา
2. จัดงานสงกรานต์วิถีไทย สําราญใจวิถีมอญในรูปแบบ 5 กิจกรรม",กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี,"1.จัดงานสงกรานต์วิถีไทยสําราญใจวิถีมอญ ในรูปแบบของ“มหกรรมวัฒนธรรม5 กิจกรรมหลัก”2.เด็ก เยาวชน ประชาชนชนพื้นถิ่น นักท่องเที่ยวทั้งชาวไทย ชาวต่างประเทศและสื่อมวลชนทุกแขนง เข้าร่วมกิจกรรมทางศิลปวัฒนธรรม ประเพณีฯจํานวน 10,000 คน3.รายได้จากการจําหน่ายผลิตภัณฑ์และบริการจากนักท่องเที่ยวและผู้ร่วมงาน",สำนักงานวัฒนธรรมจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,5000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,ส่งเสริมงานเทศกาลประเพณีพื้นถิ่นจ.ปทุมธานี,37.0,"1. จัดทําสื่อประชาสัมพันธ์และปฏิทินการจัดกิจกรรมสืบสานประเพณีวัฒนธรรม ภูมิปัญญา
2. จัดงานสงกรานต์วิถีไทยในรูปแบบ 5กิจกรรม",กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี,"1. จัดงานประเพณีวัฒนธรรมที่เป็นเอกลักษณ์ของจังหวัดปทุมธานี ตามรอบปีปฏิทินอย่างน้อย 5 ประเพณี2. เด็ก เยาวชน ประชาชนเข้าร่วมกิจกรรมทางศิลปวัฒนธรรมประเพณีฯจํานวน10,000 คน3. รายได้จากการจําหน่ายผลิตภัณฑ์และบริการจากนักท่องเที่ยว และผู้ร่วมงานมากกว่า 1,000,000 บาท",สำนักงานวัฒนธรรมจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,5000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,"ส่งเสริมกิจกรรมการท่องเที่ยวทางน้ำภายใต้บริบททางสังคม""ประเพณีรําพาข้าวสาร"" บริเวณหน้าวัดโพธิ์เลื่อน",62.0,"จัดกิจกรรมการท่องเที่ยวทางน้ำภายใต้บริบททางสังคม ""ประเพณีรําพาข้าวสาร"" บริเวณหน้าวัดโพธิ์เลื่อน",กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี,"1. เด็ก เยาวชน ประชาชนเข้าร่วมกิจกรรมทางศิลปวัฒนธรรมประเพณีฯจํานวน2,000 คน3. รายได้จากการจําหน่ายผลิตภัณฑ์และบริการจากนักท่องเที่ยว และผู้ร่วมงานมากกว่า 500,000 บาท",สํานักงานท่องเที่ยวและกีฬาจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,1000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,โครงการปรับปรุงภูมิทัศน์สถานที่ท่องเที่ยวตลาดอิงน้ำสามโคก3. โครงการของกระทรวง กรม,40.0,ปรับปรุงภูมิทัศน์สถานที่ตลาดอิงน้ำสามโคกจนแล้วเสร็จ,กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี,สถานที่ท่องเที่ยวตลาดอิงน้ำสามโคกได้รับการปรับปรุงภูมิทัศน์เพื่อแหล่งสถานที่ท่องเที่ยวของชุมชน จํานวน 1 แห่ง,อําเภอสามโคก,2.2 การพัฒนาการท่องเที่ยวและการบริการ,3000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,โครงกรส่งเสริมการท่องเที่ยว ต.บางพูด,,พัฒนาแหล่งท่องเที่ยว และจัดกิจกรรมการท่องเที่ยวตามประเพณีของท้องถิ่นเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,"กลยุทธ์ที่ 2 ส่งเสริมให้เกิดการสร้างมูลค่าเพิ่มในแหล่งท่องเที่ยวและธุรกิจที่เกี่ยวข้อง 
กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี 
กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี",1) จัดกิจกรรมเพื่อส่งเสริมการท่องเที่ยว,กรมการท่องเที่ยว,2.2 การพัฒนาการท่องเที่ยวและการบริการ,7000000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,สร้างสวนเฉลิมพระเกียรติวัดสองพี่น้อง ม. 2ต.บ้านงิ้ว,,สร้างสวนเฉลิมพระเกียรติวัดสองพี่น้อง ม.2 ต.บ้านงิ้ว,กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,จํานวนนักท่องเที่ยวที่เพิ่มขึ้น,องค์การบริหารส่วนตำบลบ้านงิ้ว,2.2 การพัฒนาการท่องเที่ยวและการบริการ,900000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,ส่งเสริมการท่องเที่ยวต.เชียงรากน้อย อ.สามโคกจ.ปทุมธานี,,การประชาสัมพันธ์แหล่งท่องเที่ยวในตําบล,กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,กิจกรรมที่ดําเนินการส่งเสริมการท่องเที่ยวอย่างน้อย 2 กิจกรรม,องค์การบริหารส่วนตำบลเชียงรากน้อย,2.2 การพัฒนาการท่องเที่ยวและการบริการ,100000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,จัดทําป้าย LED ประชาสัมพันธ์การท่องเที่ยวในเขตตําบลบางกระบือ,,ติดตั้งป้าย LED ประชาสัมพันธ์แหล่งท่องเที่ยวในเขตตําบลบางกระบือ,กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,จํานวนป้าย LEDประชาสัมพันธ์แหล่งท่องเที่ยวที่ติดตั้ง,องค์การบริหารส่วนตำบลบางกระบือ,2.2 การพัฒนาการท่องเที่ยวและการบริการ,1200000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,"โครงการสานสายใยรักในครอบครัวและสืบสานประเพณีสงกรานต์ เปิดตํานาน ""ถนนข้าวแช่""",,จัดทําป้ายประชาสัมพันธ์แหล่งท่องเที่ยว,"กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี 
กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี",การสืบสานประเพณีท้องถิ่นให้คงอยู่ต่อไปอย่างน้อยปีละ1 ครั้ง,องค์การบริหารส่วนจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,500000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,โครงการจัดงานสืบสานประเพณีจุดลูกหนู จังหวัดปทุมธานี ประจําปี 2560,,จัดงานสืบสานประเพณีจุดลูกหนู จังหวัดปทุมธานี ประจําปี 2560,"กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี 
กลยุทธ์ที่ 4 ส่งเสริมกิจกรรมการท่องเที่ยวตามประเพณี",การสืบสานประเพณีท้องถิ่นให้คงอยู่ต่อไปอย่างน้อยปีละ1 ครั้ง,องค์การบริหารส่วนจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,1500000.0
ประเด็นยุทธศาสตร์ที่ 3 : พัฒนาแหล่งท่องเที่ยว จัดกิจกรรมการท่องเที่ยวและการตลาดเพื่อสร้างอาชีพและรายได้ให้กับประชาชนในพื้นที่,ท่องเที่ยวปลอดภัยให้แก่แรงงานต่างด้าว,,"1) จัดกิจกรรมฝึกอบรมให้ความรู้กับกลุ่มเป้าหมาย
2) การศึกษาดูงานเพื่อให้กลุ่มเป้าหมายได้เข้าใจในกระบวนการสร้างความปลอดภัยของแหล่งท่องเที่ยว",กลยุทธ์ที่ 3 ส่งเสริมการท่องเที่ยวจังหวัดปทุมธานี,ร้อยละของผู้เข้าร่วมโครงการที่ผ่านการอบรมร้อยละ 100,หอการค้าจังหวัดปทุมธานีร่วมกับสำนักงานท่องเที่ยวและกีฬาจังหวัดปทุมธานี,2.2 การพัฒนาการท่องเที่ยวและการบริการ,3500000.0
